treat,non_disc,man_disc,opt_disc,period,round,pair,instruct_pg1_time_prop,instruct_pg1_time_resp,instruct_pg2_time_prop,instruct_pg2_time_resp,risk_lvl_prop,risk_lvl_resp,rat_risk_fl_prop,rat_risk_fl_resp,rat_risk_lvl_prop,rat_risk_lvl_resp,ext_rat_risk_fl_prop,ext_rat_risk_fl_resp,ext_rat_risk_lvl_prop,ext_rat_risk_lvl_resp,risk_stage_time_prop,risk_stage_time_resp,instruct_pg3_time_prop,instruct_pg3_time_resp,instruct_pg4_time_prop,instruct_pg4_time_resp,instruct_pg5_time_prop,instruct_pg5_time_resp,offer,disclose,offer_stage_time,accept,accept_stage_time,reveal_stat_pts_fl,reveal_stat_pts_lvl,reveal_offer_fl,reveal_offer_lvl,prop_know_stat_pts_fl,prd_start_stat_pts,prd_end_stat_pts,term_fl,prd_earn_prop,earn_stage_time_prop,prd_earn_resp,earn_stage_time_resp,rnd_earn_prop,rnd_earn_resp
1,1,0,0,18,2,10,53,79,81,88,10,11,0,1,,11,0,1,,11,54,78,67,65,81,74,55,54,66,0,28,1,28,1,75,1,66,0,50,75,0,34,29,66,28,315,485
1,1,0,0,18,2,11,55,87,88,89,3,8,1,0,3,,1,0,3,,25,76,67,74,75,73,55,66,45,0,26,1,29,1,100,1,45,1,100,100,0,55,28,45,29,344,456
1,1,0,0,18,2,12,63,56,82,72,4,7,1,1,4,7,1,1,4,7,78,45,69,66,71,66,56,56,25,0,23,0,29,0,,0,,1,75,75,0,0,28,100,27,175,625
1,1,0,0,18,2,13,86,56,81,82,8,5,1,0,8,,1,1,8,6,50,16,64,69,68,76,50,59,30,0,28,0,29,0,,0,,1,100,100,0,0,27,100,28,315,485
1,1,0,0,18,2,14,77,88,88,83,8,5,0,1,,5,0,1,,5,-8,61,79,68,77,74,70,56,55,0,13,1,27,1,100,1,55,1,75,100,0,45,28,55,27,290,510
1,1,0,0,18,2,15,64,56,87,76,7,7,0,1,,7,0,1,,7,65,74,67,67,77,77,57,51,34,0,28,0,23,0,,0,,1,100,100,0,0,28,100,29,296,504
1,1,0,0,18,2,16,71,85,77,83,8,7,1,1,8,7,1,1,8,7,64,78,61,64,75,70,58,47,53,0,28,0,28,0,,0,,1,100,100,0,0,28,100,28,189,611
1,1,0,0,18,2,17,55,88,81,82,2,7,1,1,2,7,1,1,2,7,52,63,67,70,77,78,57,59,50,0,30,1,29,1,100,1,50,1,100,100,0,50,30,50,29,300,500
1,1,0,0,18,2,18,83,52,117,79,7,6,1,1,7,6,1,1,7,6,95,74,54,54,75,71,56,58,0,0,29,1,29,1,50,1,0,0,25,50,0,100,28,0,29,500,300
1,1,0,0,18,2,19,87,53,109,69,6,7,1,1,6,7,1,1,6,7,85,80,95,49,77,71,57,50,0,0,30,0,27,0,,0,,0,100,50,0,0,29,100,29,340,460
1,1,0,0,18,2,20,58,89,75,114,8,4,1,1,8,4,1,1,8,4,73,99,105,55,78,75,60,57,10,0,29,0,29,0,,0,,1,75,75,0,0,26,100,30,215,585
1,1,0,0,18,2,21,84,60,105,72,15,7,1,1,15,7,1,1,15,7,75,71,85,54,75,77,57,57,50,0,28,1,29,1,100,1,50,1,100,100,0,50,27,50,28,400,400
1,1,0,0,18,2,22,54,87,80,111,1,8,1,0,1,,1,0,1,,80,78,54,102,76,76,59,62,45,0,26,1,28,1,100,1,45,1,100,100,0,55,26,45,29,430,370
1,1,0,0,18,2,23,73,26,99,78,7,6,1,1,7,6,1,1,7,6,89,40,84,63,75,68,54,52,2,0,27,1,27,1,50,1,2,0,25,50,0,98,27,2,30,498,302
1,1,0,0,18,2,24,56,87,88,91,7,7,1,1,7,7,1,1,7,7,61,85,68,87,74,66,54,72,60,0,28,0,28,0,,0,,0,75,25,0,0,29,100,27,180,620
1,1,0,0,18,2,25,56,86,79,106,4,7,1,1,4,7,1,1,4,7,48,78,68,105,74,92,47,94,10,0,28,1,29,1,100,1,10,1,100,100,0,90,28,10,29,770,30
1,1,0,0,18,2,26,58,56,79,78,4,8,0,1,,8,0,1,,8,61,78,71,71,76,67,55,51,10,0,27,0,27,0,,0,,1,100,50,0,0,29,100,30,474,326
1,1,0,0,18,2,27,86,74,90,101,7,9,1,1,7,9,1,1,7,9,85,81,83,81,62,94,56,57,23,0,29,1,27,1,75,1,23,0,50,75,0,77,28,23,29,232,568
1,1,0,0,18,2,28,73,54,77,74,14,7,1,1,14,7,1,1,14,7,41,70,72,70,56,74,55,57,85,0,22,1,28,1,100,1,85,1,100,100,0,15,27,85,29,360,440
1,1,0,0,18,2,29,69,58,102,103,8,12,1,0,8,,1,0,8,,83,69,77,93,76,92,59,75,5,0,27,0,29,0,,0,,1,75,25,0,0,27,100,28,250,550
1,1,0,0,18,2,30,59,71,78,104,1,5,1,1,1,5,1,1,1,5,75,67,72,85,68,75,51,60,100,0,27,0,25,0,,0,,0,100,100,0,0,29,100,30,40,760
2,0,1,0,18,2,31,82,80,99,86,5,5,1,1,5,5,1,1,5,5,41,57,96,66,75,80,88,55,70,1,28,1,24,1,100,1,70,1,75,100,0,30,28,70,26,140,660
2,0,1,0,18,2,32,87,79,92,88,8,9,0,0,,,1,0,8,,67,48,82,68,104,80,80,57,51,1,28,1,27,1,75,1,51,0,50,75,0,49,27,51,25,207,593
2,0,1,0,18,2,33,55,57,88,81,7,8,0,1,,8,0,1,,8,62,67,68,67,77,72,58,56,50,1,27,1,25,1,75,1,50,1,50,75,0,50,28,50,27,285,515
2,0,1,0,18,2,34,86,80,85,81,9,6,1,0,9,,1,1,9,7,59,77,68,69,84,85,56,56,35,1,28,0,26,0,,1,35,1,100,100,0,0,25,100,27,360,440
2,0,1,0,18,2,35,83,84,88,88,7,13,0,0,,,0,1,,13,57,41,70,98,83,84,57,55,38,1,19,1,28,1,100,1,38,1,100,100,0,62,28,38,29,419,381
2,0,1,0,18,2,36,65,86,88,87,6,5,1,1,6,5,1,1,6,5,24,44,69,69,82,83,61,59,65,1,21,0,28,0,,1,65,1,100,50,0,0,28,100,28,133,667
2,0,1,0,18,2,37,87,56,98,90,5,13,1,0,5,,1,1,5,13,32,73,77,79,77,81,53,57,57,1,29,0,19,0,,1,57,1,100,50,0,0,28,100,28,184,616
2,0,1,0,18,2,38,65,82,83,82,3,15,1,1,3,15,1,1,3,15,43,78,69,71,80,76,52,81,45,1,28,1,29,1,100,1,45,1,100,100,0,55,28,45,30,435,365
2,0,1,0,18,2,39,67,65,83,78,7,6,1,1,7,6,1,1,7,6,80,64,70,70,83,83,60,52,60,1,28,1,24,1,100,1,60,1,100,100,0,40,29,60,29,189,611
2,0,1,0,18,2,40,64,68,80,80,5,8,1,1,5,8,1,1,5,8,55,56,69,68,82,70,56,55,40,1,24,1,24,1,100,1,40,1,100,100,0,60,29,40,30,350,450
2,0,1,0,18,2,41,65,63,87,81,15,6,1,0,15,,1,1,15,7,86,71,70,70,80,79,53,55,36,1,27,1,25,1,75,1,36,0,50,75,0,64,27,36,29,299,501
2,0,1,0,18,2,42,66,65,78,90,2,9,1,1,2,9,1,1,2,9,58,69,70,73,82,82,53,58,40,1,21,0,27,0,,1,40,1,75,75,0,0,27,100,28,318,482
2,0,1,0,18,2,43,58,56,81,83,8,4,0,0,,,0,0,,,52,7,68,67,72,83,58,50,50,1,30,1,28,1,100,1,50,1,100,100,0,50,27,50,30,400,400
2,0,1,0,18,2,44,58,58,79,83,1,5,1,1,1,5,1,1,1,5,81,74,67,70,81,77,51,40,45,1,27,0,20,0,,1,45,0,100,50,0,0,28,100,27,300,500
2,0,1,0,18,2,45,58,57,88,85,10,7,0,1,,7,0,1,,7,78,53,68,68,85,78,64,51,35,1,28,1,26,1,50,1,35,0,25,50,0,65,25,35,30,225,575
2,0,1,0,18,2,46,55,56,84,82,5,4,1,1,5,4,1,1,5,4,52,79,67,69,84,84,57,62,45,1,27,0,25,0,,1,45,1,75,75,0,0,28,100,28,182,618
2,0,1,0,18,2,47,57,58,85,86,7,11,1,1,7,11,1,1,7,11,77,67,67,68,44,84,48,57,50,1,28,1,28,1,100,1,50,1,100,100,0,50,27,50,29,400,400
2,0,1,0,18,2,48,55,54,77,76,7,10,1,0,7,,1,0,7,,59,28,60,62,78,78,53,50,47,1,26,1,26,1,100,1,47,1,100,100,0,53,27,47,29,452,348
2,0,1,0,18,2,49,52,52,77,72,7,10,1,0,7,,1,1,7,11,66,50,61,61,75,79,51,50,50,1,29,1,19,1,100,1,50,1,100,100,0,50,30,50,30,400,400
2,0,1,0,18,2,50,54,54,76,82,5,7,0,1,,7,0,1,,7,57,78,63,59,81,66,53,54,51,1,29,0,22,0,,1,51,1,100,50,0,0,30,100,30,246,554
2,0,1,0,18,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,0,100
2,0,1,0,18,2,52,55,75,83,76,0,7,1,1,0,7,1,1,0,7,97,46,62,62,79,76,56,50,65,1,28,0,27,0,,1,65,0,100,50,0,0,27,100,28,50,750
2,0,1,0,18,2,53,70,57,90,81,10,6,1,1,10,6,1,1,10,6,41,36,72,60,79,80,56,50,40,1,14,1,28,1,100,1,40,1,100,100,0,60,28,40,28,463,337
2,0,1,0,18,2,54,53,52,79,79,6,7,1,1,6,7,1,1,6,7,44,44,67,67,76,64,50,51,45,1,23,0,24,0,,1,45,0,100,50,0,0,28,100,27,135,665
2,0,1,0,18,2,55,51,51,79,79,3,8,1,1,3,8,1,1,3,8,62,75,67,67,73,81,52,52,25,1,30,0,24,0,,1,25,0,75,75,0,0,27,100,29,175,625
2,0,1,0,18,2,56,55,55,79,80,7,5,1,1,7,5,1,1,7,5,38,83,67,67,68,82,52,53,35,1,28,1,26,1,100,1,35,1,75,100,0,65,28,35,28,240,560
2,0,1,0,18,2,57,53,54,80,80,10,8,1,0,10,,1,0,10,,80,44,67,51,85,82,53,70,50,1,30,1,27,1,100,1,50,1,100,100,0,50,30,50,29,400,400
2,0,1,0,18,2,58,55,57,91,79,7,5,1,1,7,5,1,1,7,5,85,91,69,71,78,82,46,46,100,1,29,1,28,1,100,1,100,1,75,100,0,0,27,100,30,200,600
2,0,1,0,18,2,59,58,58,88,87,5,4,1,1,5,4,1,1,5,4,66,71,71,69,83,83,47,51,26,1,28,1,27,1,75,1,26,0,50,75,0,74,30,26,28,196,604
2,0,1,0,18,2,60,83,58,99,94,7,7,1,1,7,7,1,1,7,7,99,62,94,76,84,81,87,46,75,1,17,1,28,1,75,1,75,0,50,75,0,25,29,75,30,125,675
3,0,0,1,18,2,61,57,54,74,73,8,11,1,0,8,,1,0,8,,94,42,69,68,73,71,54,51,25,0,28,1,29,1,75,1,25,0,50,75,0,75,29,25,28,175,625
3,0,0,1,18,2,62,22,54,73,73,4,3,1,1,4,3,1,1,4,3,47,56,67,67,71,65,52,45,50,1,27,0,27,0,,1,50,1,100,50,0,0,29,100,29,100,700
3,0,0,1,18,2,63,76,55,80,74,9,7,0,1,,7,1,1,10,7,39,77,74,69,71,68,56,51,50,1,23,1,27,1,100,1,50,0,100,100,0,50,29,50,29,280,520
3,0,0,1,18,2,64,84,57,78,74,7,3,1,1,7,3,1,1,7,3,58,77,68,67,72,72,55,51,90,0,17,1,28,1,100,1,90,1,100,100,0,10,22,90,30,315,485
3,0,0,1,18,2,65,77,54,73,74,7,15,1,1,7,15,1,1,7,15,65,85,69,69,73,73,51,51,45,0,27,1,25,1,100,1,45,0,100,100,0,55,28,45,29,485,315
3,0,0,1,18,2,66,76,66,88,81,9,9,1,0,9,,1,0,9,,76,53,73,71,69,64,54,57,50,1,28,0,27,0,,1,50,1,100,50,0,0,29,100,26,220,580
3,0,0,1,18,2,67,52,54,78,81,3,11,1,1,3,11,1,1,3,11,55,34,64,73,66,66,54,54,75,0,27,1,25,1,100,1,75,1,100,100,0,25,26,75,27,343,457
3,0,0,1,18,2,68,63,78,84,78,8,10,1,1,8,10,1,1,8,10,61,85,69,70,70,71,56,55,55,1,25,0,25,0,,1,55,1,100,100,0,0,28,100,29,265,535
3,0,0,1,18,2,69,87,55,114,77,7,6,1,0,7,,1,0,7,,102,74,69,68,70,68,58,56,50,0,27,1,27,1,100,1,50,1,100,100,0,50,29,50,29,400,400
3,0,0,1,18,2,70,59,67,86,89,8,11,1,1,8,11,1,1,8,11,92,94,66,68,72,68,57,57,50,1,27,1,27,1,100,1,50,1,100,100,0,50,27,50,30,355,445
3,0,0,1,18,2,71,80,56,99,77,3,7,1,1,3,7,1,1,3,7,92,26,77,66,48,71,56,54,50,1,27,1,27,1,100,1,50,1,100,100,0,50,30,50,30,400,400
3,0,0,1,18,2,72,58,55,79,83,1,7,1,1,1,7,1,1,1,7,89,16,68,68,71,60,48,51,50,1,27,1,28,1,100,1,50,1,100,100,0,50,30,50,27,380,420
3,0,0,1,18,2,73,56,87,78,118,3,4,1,1,3,4,1,1,3,4,57,83,68,95,58,73,49,50,50,1,27,1,25,1,100,1,50,1,100,100,0,50,29,50,29,345,455
3,0,0,1,18,2,74,86,58,106,86,15,6,1,0,15,,1,1,15,7,83,42,68,67,71,63,50,47,80,0,24,1,27,1,75,1,80,0,50,75,0,20,27,80,23,100,700
3,0,0,1,18,2,75,56,56,78,78,4,8,1,0,4,,1,0,4,,23,10,64,67,70,72,49,48,0,0,28,0,27,0,,0,,0,75,25,0,0,29,100,28,99,701
3,0,0,1,18,2,76,57,55,79,75,2,4,1,1,2,4,1,1,2,4,53,52,68,68,66,41,50,23,5,1,26,0,23,0,,1,5,1,100,100,0,0,27,100,30,95,705
3,0,0,1,18,2,77,72,58,91,90,4,8,0,0,,,1,0,3,,82,48,83,68,61,70,49,49,50,1,27,1,24,1,100,1,50,1,100,100,0,50,28,50,29,400,400
3,0,0,1,18,2,78,54,56,83,82,1,3,0,1,,3,1,1,2,3,66,90,71,71,74,73,59,59,22,0,25,1,29,1,100,1,22,1,100,100,0,78,28,22,30,479,321
3,0,0,1,18,2,79,56,86,80,81,2,7,1,1,2,7,1,1,2,7,62,61,68,64,74,67,58,56,60,1,27,1,27,1,75,1,60,0,50,75,0,40,27,60,25,170,630
3,0,0,1,18,2,80,55,56,84,84,7,7,1,1,7,7,1,1,7,7,27,95,71,73,68,75,57,60,55,1,29,1,28,1,100,1,55,1,100,100,0,45,28,55,30,285,515
3,0,0,1,18,2,81,54,54,85,83,6,9,1,1,6,9,1,1,6,9,37,67,73,73,72,74,58,58,50,1,27,1,29,1,100,1,50,1,100,100,0,50,29,50,30,355,445
3,0,0,1,18,2,82,52,87,75,76,5,6,0,0,,,0,0,,,85,24,70,74,72,70,58,58,60,1,26,1,29,1,100,1,60,1,100,100,0,40,30,60,30,475,325
3,0,0,1,18,2,83,26,78,75,96,7,6,1,1,7,6,1,1,7,6,24,86,65,75,70,74,52,60,49,1,25,0,28,0,,1,49,0,100,50,0,0,30,100,30,185,615
3,0,0,1,18,2,84,80,54,83,74,8,7,0,1,,7,0,1,,7,74,21,80,66,72,71,59,57,40,0,27,1,28,1,100,1,40,1,100,100,0,60,29,40,28,350,450
3,0,0,1,18,2,85,53,55,79,84,7,8,0,1,,8,1,1,7,8,29,50,70,68,72,61,51,51,0,0,28,1,24,1,50,1,0,0,25,50,0,100,28,0,30,225,575
3,0,0,1,18,2,86,87,55,112,78,8,0,0,1,,0,1,1,9,0,30,62,78,71,72,60,61,51,45,1,26,0,27,0,,1,45,0,50,0,1,0,27,0,28,100,600
3,0,0,1,18,2,87,85,53,117,85,10,6,0,0,,,0,0,,,39,75,75,69,117,65,118,55,0,0,28,0,28,0,,0,,0,100,50,0,0,28,100,29,50,750
3,0,0,1,18,2,88,87,52,86,79,11,7,1,1,11,7,1,1,11,7,82,56,80,71,70,67,58,52,50,1,26,0,25,0,,1,50,0,100,50,0,0,27,100,28,290,510
3,0,0,1,18,2,89,57,54,83,82,3,9,1,0,3,,1,0,3,,19,20,71,69,66,69,52,50,5,0,27,1,27,1,100,1,5,1,100,100,0,95,29,5,29,503,297
1,1,0,0,19,2,1,59,-8,83,116,3,8,1,0,3,,1,0,3,,64,61,76,66,75,74,55,53,35,0,29,0,29,0,,0,,1,100,50,0,0,29,100,25,340,560
1,1,0,0,19,2,2,77,83,84,94,9,7,1,1,9,7,1,1,9,7,64,60,68,91,74,71,55,54,50,0,28,0,28,0,,0,,1,75,75,0,0,29,100,29,250,650
1,1,0,0,19,2,3,58,58,79,78,5,8,0,1,,8,0,1,,8,63,66,68,66,72,72,50,54,10,0,25,0,27,0,,0,,1,100,50,0,0,29,100,25,460,440
1,1,0,0,19,2,4,80,71,83,84,6,2,0,1,,2,0,1,,2,51,68,68,73,73,70,55,56,45,0,26,0,22,0,,0,,0,50,0,1,0,27,0,24,402,398
1,1,0,0,19,2,5,78,58,98,76,8,4,1,0,8,,1,0,8,,70,52,68,68,69,75,55,55,1,0,28,1,26,1,100,1,1,1,100,100,0,99,27,1,30,733,167
1,1,0,0,19,2,6,56,80,80,89,6,3,1,1,6,3,1,1,6,3,17,67,66,82,64,75,54,69,1,0,26,1,25,1,75,1,1,0,50,75,0,99,29,1,30,498,402
1,1,0,0,19,2,7,86,57,87,90,7,15,1,1,7,15,1,1,7,15,76,90,106,72,69,77,74,57,1,0,29,1,26,1,75,1,1,1,50,75,0,99,27,1,30,491,409
1,1,0,0,19,2,8,53,75,76,90,5,7,1,1,5,7,1,1,5,7,32,85,63,63,62,72,49,79,15,0,24,1,28,1,100,1,15,1,100,100,0,85,28,15,29,624,276
1,1,0,0,19,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,245,155
1,1,0,0,19,2,10,53,79,81,88,10,11,0,1,,11,0,1,,11,54,78,67,65,81,74,55,54,44,0,28,1,28,1,100,1,44,1,75,100,0,56,29,44,27,371,529
1,1,0,0,19,2,11,55,87,88,89,3,8,1,0,3,,1,0,3,,25,76,67,74,75,73,55,66,1,0,26,0,29,0,,0,,1,100,100,0,0,28,100,30,344,556
1,1,0,0,19,2,12,63,56,82,72,4,7,1,1,4,7,1,1,4,7,78,45,69,66,71,66,56,56,25,0,29,0,28,0,,0,,0,75,75,0,0,30,100,27,175,725
1,1,0,0,19,2,13,86,56,81,82,8,5,1,0,8,,1,1,8,6,50,16,64,69,68,76,50,59,33,0,23,1,28,1,100,1,33,0,100,100,0,67,30,33,30,382,518
1,1,0,0,19,2,14,77,88,88,83,8,5,0,1,,5,0,1,,5,-8,61,79,68,77,74,70,56,70,0,26,0,28,0,,0,,1,100,50,0,0,26,100,27,290,610
1,1,0,0,19,2,15,64,56,87,76,7,7,0,1,,7,0,1,,7,65,74,67,67,77,77,57,51,41,0,27,0,28,0,,0,,0,100,100,0,0,28,100,30,296,604
1,1,0,0,19,2,16,71,85,77,83,8,7,1,1,8,7,1,1,8,7,64,78,61,64,75,70,58,47,54,0,23,0,28,0,,0,,0,100,100,0,0,30,100,30,189,711
1,1,0,0,19,2,17,55,88,81,82,2,7,1,1,2,7,1,1,2,7,52,63,67,70,77,78,57,59,50,0,30,1,29,1,100,1,50,1,100,100,0,50,29,50,28,350,550
1,1,0,0,19,2,18,83,52,117,79,7,6,1,1,7,6,1,1,7,6,95,74,54,54,75,71,56,58,0,0,29,1,29,1,75,1,0,1,50,75,0,100,12,0,30,600,300
1,1,0,0,19,2,19,87,53,109,69,6,7,1,1,6,7,1,1,6,7,85,80,95,49,77,71,57,50,0,0,30,1,27,1,75,1,0,0,50,75,0,100,30,0,28,440,460
1,1,0,0,19,2,20,58,89,75,114,8,4,1,1,8,4,1,1,8,4,73,99,105,55,78,75,60,57,10,0,29,0,27,0,,0,,0,75,25,0,0,30,100,28,215,685
1,1,0,0,19,2,21,84,60,105,72,15,7,1,1,15,7,1,1,15,7,75,71,85,54,75,77,57,57,50,0,25,1,26,1,100,1,50,1,100,100,0,50,30,50,30,450,450
1,1,0,0,19,2,22,54,87,80,111,1,8,1,0,1,,1,0,1,,80,78,54,102,76,76,59,62,50,0,28,0,28,0,,0,,1,100,50,0,0,22,100,26,430,470
1,1,0,0,19,2,23,73,26,99,78,7,6,1,1,7,6,1,1,7,6,89,40,84,63,75,68,54,52,5,0,29,0,27,0,,0,,1,50,50,0,0,27,100,29,498,402
1,1,0,0,19,2,24,56,87,88,91,7,7,1,1,7,7,1,1,7,7,61,85,68,87,74,66,54,72,40,0,23,1,29,1,50,1,40,0,25,50,0,60,29,40,28,240,660
1,1,0,0,19,2,25,56,86,79,106,4,7,1,1,4,7,1,1,4,7,48,78,68,105,74,92,47,94,0,0,28,1,29,1,100,1,0,1,100,100,0,100,29,0,29,870,30
1,1,0,0,19,2,26,58,56,79,78,4,8,0,1,,8,0,1,,8,61,78,71,71,76,67,55,51,65,0,28,0,18,0,,0,,0,50,50,0,0,29,100,29,474,426
1,1,0,0,19,2,27,86,74,90,101,7,9,1,1,7,9,1,1,7,9,85,81,83,81,62,94,56,57,20,0,26,0,28,0,,0,,1,75,75,0,0,29,100,29,232,668
1,1,0,0,19,2,28,73,54,77,74,14,7,1,1,14,7,1,1,14,7,41,70,72,70,56,74,55,57,50,0,13,1,27,1,100,1,50,1,100,100,0,50,29,50,29,410,490
1,1,0,0,19,2,29,69,58,102,103,8,12,1,0,8,,1,0,8,,83,69,77,93,76,92,59,75,20,0,24,1,25,1,50,1,20,0,25,50,0,80,27,20,26,330,570
1,1,0,0,19,2,30,59,71,78,104,1,5,1,1,1,5,1,1,1,5,75,67,72,85,68,75,51,60,50,0,27,0,24,0,,0,,0,100,50,0,0,28,100,28,40,860
2,0,1,0,19,2,31,82,80,99,86,5,5,1,1,5,5,1,1,5,5,41,57,96,66,75,80,88,55,70,1,28,0,19,0,,1,70,1,100,50,0,0,28,100,30,140,760
2,0,1,0,19,2,32,87,79,92,88,8,9,0,0,,,1,0,8,,67,48,82,68,104,80,80,57,48,1,13,0,20,0,,1,48,1,75,75,0,0,30,100,30,207,693
2,0,1,0,19,2,33,55,57,88,81,7,8,0,1,,8,0,1,,8,62,67,68,67,77,72,58,56,50,1,28,0,24,0,,1,50,1,75,75,0,0,28,100,28,285,615
2,0,1,0,19,2,34,86,80,85,81,9,6,1,0,9,,1,1,9,7,59,77,68,69,84,85,56,56,50,1,28,0,27,0,,1,50,0,100,50,0,0,25,100,28,360,540
2,0,1,0,19,2,35,83,84,88,88,7,13,0,0,,,0,1,,13,57,41,70,98,83,84,57,55,38,1,28,0,24,0,,1,38,1,100,50,0,0,27,100,27,419,481
2,0,1,0,19,2,36,65,86,88,87,6,5,1,1,6,5,1,1,6,5,24,44,69,69,82,83,61,59,67,1,26,1,24,1,75,1,67,0,50,75,0,33,28,67,30,166,734
2,0,1,0,19,2,37,87,56,98,90,5,13,1,0,5,,1,1,5,13,32,73,77,79,77,81,53,57,60,1,26,1,22,1,75,1,60,0,50,75,0,40,28,60,28,224,676
2,0,1,0,19,2,38,65,82,83,82,3,15,1,1,3,15,1,1,3,15,43,78,69,71,80,76,52,81,45,1,28,1,29,1,100,1,45,1,100,100,0,55,27,45,30,490,410
2,0,1,0,19,2,39,67,65,83,78,7,6,1,1,7,6,1,1,7,6,80,64,70,70,83,83,60,52,60,1,27,0,28,0,,1,60,1,100,50,0,0,29,100,30,189,711
2,0,1,0,19,2,40,64,68,80,80,5,8,1,1,5,8,1,1,5,8,55,56,69,68,82,70,56,55,35,1,29,1,25,1,100,1,35,1,100,100,0,65,27,35,30,415,485
2,0,1,0,19,2,41,65,63,87,81,15,6,1,0,15,,1,1,15,7,86,71,70,70,80,79,53,55,47,1,26,0,25,0,,1,47,1,75,75,0,0,28,100,27,299,601
2,0,1,0,19,2,42,66,65,78,90,2,9,1,1,2,9,1,1,2,9,58,69,70,73,82,82,53,58,36,1,27,0,24,0,,1,36,0,75,25,0,0,29,100,29,318,582
2,0,1,0,19,2,43,58,56,81,83,8,4,0,0,,,0,0,,,52,7,68,67,72,83,58,50,50,1,30,1,29,1,100,1,50,1,100,100,0,50,29,50,29,450,450
2,0,1,0,19,2,44,58,58,79,83,1,5,1,1,1,5,1,1,1,5,81,74,67,70,81,77,51,40,35,1,27,0,20,0,,1,35,0,50,50,0,0,17,100,27,300,600
2,0,1,0,19,2,45,58,57,88,85,10,7,0,1,,7,0,1,,7,78,53,68,68,85,78,64,51,25,1,25,0,21,0,,1,25,1,50,0,1,0,29,0,28,225,575
2,0,1,0,19,2,46,55,56,84,82,5,4,1,1,5,4,1,1,5,4,52,79,67,69,84,84,57,62,45,1,19,0,15,0,,1,45,0,75,75,0,0,29,100,28,182,718
2,0,1,0,19,2,47,57,58,85,86,7,11,1,1,7,11,1,1,7,11,77,67,67,68,44,84,48,57,50,1,28,1,26,1,100,1,50,1,100,100,0,50,26,50,25,450,450
2,0,1,0,19,2,48,55,54,77,76,7,10,1,0,7,,1,0,7,,59,28,60,62,78,78,53,50,48,1,25,1,26,1,100,1,48,1,100,100,0,52,27,48,28,504,396
2,0,1,0,19,2,49,52,52,77,72,7,10,1,0,7,,1,1,7,11,66,50,61,61,75,79,51,50,50,1,29,1,26,1,100,1,50,1,100,100,0,50,30,50,30,450,450
2,0,1,0,19,2,50,54,54,76,82,5,7,0,1,,7,0,1,,7,57,78,63,59,81,66,53,54,52,1,25,1,24,1,75,1,52,0,50,75,0,48,29,52,26,294,606
2,0,1,0,19,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,0,100
2,0,1,0,19,2,52,55,75,83,76,0,7,1,1,0,7,1,1,0,7,97,46,62,62,79,76,56,50,70,1,24,1,29,1,75,1,70,0,50,75,0,30,26,70,30,80,820
2,0,1,0,19,2,53,70,57,90,81,10,6,1,1,10,6,1,1,10,6,41,36,72,60,79,80,56,50,40,1,27,1,28,1,100,1,40,1,100,100,0,60,29,40,29,523,377
2,0,1,0,19,2,54,53,52,79,79,6,7,1,1,6,7,1,1,6,7,44,44,67,67,76,64,50,51,50,1,27,1,26,1,75,1,50,0,50,75,0,50,26,50,29,185,715
2,0,1,0,19,2,55,51,51,79,79,3,8,1,1,3,8,1,1,3,8,62,75,67,67,73,81,52,52,35,1,22,0,25,0,,1,35,0,75,25,0,0,23,100,29,175,725
2,0,1,0,19,2,56,55,55,79,80,7,5,1,1,7,5,1,1,7,5,38,83,67,67,68,82,52,53,40,1,29,0,22,0,,1,40,1,100,50,0,0,29,100,28,240,660
2,0,1,0,19,2,57,53,54,80,80,10,8,1,0,10,,1,0,10,,80,44,67,51,85,82,53,70,50,1,30,1,28,1,100,1,50,1,100,100,0,50,30,50,29,450,450
2,0,1,0,19,2,58,55,57,91,79,7,5,1,1,7,5,1,1,7,5,85,91,69,71,78,82,46,46,0,1,30,0,26,0,,1,0,1,100,50,0,0,28,100,30,200,700
2,0,1,0,19,2,59,58,58,88,87,5,4,1,1,5,4,1,1,5,4,66,71,71,69,83,83,47,51,27,1,28,0,23,0,,1,27,1,75,75,0,0,29,100,28,196,704
2,0,1,0,19,2,60,83,58,99,94,7,7,1,1,7,7,1,1,7,7,99,62,94,76,84,81,87,46,50,1,20,0,22,0,,1,50,1,75,75,0,0,29,100,30,125,775
3,0,0,1,19,2,61,57,54,74,73,8,11,1,0,8,,1,0,8,,94,42,69,68,73,71,54,51,75,0,28,1,27,1,100,1,75,1,75,100,0,25,28,75,28,200,700
3,0,0,1,19,2,62,22,54,73,73,4,3,1,1,4,3,1,1,4,3,47,56,67,67,71,65,52,45,55,1,26,1,26,1,75,1,55,0,50,75,0,45,25,55,30,145,755
3,0,0,1,19,2,63,76,55,80,74,9,7,0,1,,7,1,1,10,7,39,77,74,69,71,68,56,51,5,0,28,0,29,0,,0,,1,100,100,0,0,28,100,29,280,620
3,0,0,1,19,2,64,84,57,78,74,7,3,1,1,7,3,1,1,7,3,58,77,68,67,72,72,55,51,50,0,27,1,29,1,100,1,50,1,100,100,0,50,29,50,30,365,535
