treat,non_disc,man_disc,opt_disc,period,round,pair,instruct_pg1_time_prop,instruct_pg1_time_resp,instruct_pg2_time_prop,instruct_pg2_time_resp,risk_lvl_prop,risk_lvl_resp,rat_risk_fl_prop,rat_risk_fl_resp,rat_risk_lvl_prop,rat_risk_lvl_resp,ext_rat_risk_fl_prop,ext_rat_risk_fl_resp,ext_rat_risk_lvl_prop,ext_rat_risk_lvl_resp,risk_stage_time_prop,risk_stage_time_resp,instruct_pg3_time_prop,instruct_pg3_time_resp,instruct_pg4_time_prop,instruct_pg4_time_resp,instruct_pg5_time_prop,instruct_pg5_time_resp,offer,disclose,offer_stage_time,accept,accept_stage_time,reveal_stat_pts_fl,reveal_stat_pts_lvl,reveal_offer_fl,reveal_offer_lvl,prop_know_stat_pts_fl,prd_start_stat_pts,prd_end_stat_pts,term_fl,prd_earn_prop,earn_stage_time_prop,prd_earn_resp,earn_stage_time_resp,rnd_earn_prop,rnd_earn_resp
2,0,1,0,5,1,51,84,56,92,75,5,6,1,1,5,6,1,1,5,6,91,47,67,62,80,77,57,51,50,1,27,0,25,0,,1,50,1,100,50,0,0,25,100,27,200,300
2,0,1,0,5,1,52,55,75,83,76,0,7,1,1,0,7,1,1,0,7,97,46,62,62,79,76,56,50,50,1,26,1,29,1,100,1,50,0,75,100,0,50,23,50,30,175,325
2,0,1,0,5,1,53,70,57,90,81,10,6,1,1,10,6,1,1,10,6,41,36,72,60,79,80,56,50,49,1,28,1,26,1,100,1,49,1,100,100,0,51,28,49,29,206,294
2,0,1,0,5,1,54,53,52,79,79,6,7,1,1,6,7,1,1,6,7,44,44,67,67,76,64,50,51,50,1,26,1,26,1,50,1,50,0,25,50,0,50,23,50,28,110,390
2,0,1,0,5,1,55,51,51,79,79,3,8,1,1,3,8,1,1,3,8,62,75,67,67,73,81,52,52,45,1,28,0,28,0,,1,45,1,100,50,0,0,24,100,27,135,365
2,0,1,0,5,1,56,55,55,79,80,7,5,1,1,7,5,1,1,7,5,38,83,67,67,68,82,52,53,49,1,26,1,28,1,100,1,49,1,100,100,0,51,27,49,27,209,291
2,0,1,0,5,1,57,53,54,80,80,10,8,1,0,10,,1,0,10,,80,44,67,51,85,82,53,70,50,1,28,1,25,1,100,1,50,1,100,100,0,50,30,50,30,250,250
2,0,1,0,5,1,58,55,57,91,79,7,5,1,1,7,5,1,1,7,5,85,91,69,71,78,82,46,46,40,1,25,1,26,1,100,1,40,0,100,100,0,60,27,40,28,160,340
2,0,1,0,5,1,59,58,58,88,87,5,4,1,1,5,4,1,1,5,4,66,71,71,69,83,83,47,51,35,1,26,0,22,0,,1,35,0,100,50,0,0,29,100,26,185,315
2,0,1,0,5,1,60,83,58,99,94,7,7,1,1,7,7,1,1,7,7,99,62,94,76,84,81,87,46,50,1,27,0,12,0,,1,50,1,100,100,0,0,24,100,29,115,385
3,0,0,1,5,1,61,57,54,74,73,8,11,1,0,8,,1,0,8,,94,42,69,68,73,71,54,51,50,0,27,0,23,0,,0,,1,100,100,0,0,27,100,26,200,300
3,0,0,1,5,1,62,22,54,73,73,4,3,1,1,4,3,1,1,4,3,47,56,67,67,71,65,52,45,50,1,26,0,25,0,,1,50,0,100,50,0,0,28,100,26,80,420
3,0,0,1,5,1,63,76,55,80,74,9,7,0,1,,7,1,1,10,7,39,77,74,69,71,68,56,51,67,1,27,1,26,1,100,1,67,1,100,100,0,33,29,67,30,233,267
3,0,0,1,5,1,64,84,57,78,74,7,3,1,1,7,3,1,1,7,3,58,77,68,67,72,72,55,51,40,0,22,0,21,0,,0,,0,50,0,1,0,27,0,25,220,180
3,0,0,1,5,1,65,77,54,73,74,7,15,1,1,7,15,1,1,7,15,65,85,69,69,73,73,51,51,50,1,28,1,27,1,100,1,50,1,100,100,0,50,29,50,28,285,215
3,0,0,1,5,1,66,76,66,88,81,9,9,1,0,9,,1,0,9,,76,53,73,71,69,64,54,57,40,1,23,0,26,0,,1,40,1,100,100,0,0,26,100,26,190,310
3,0,0,1,5,1,67,52,54,78,81,3,11,1,1,3,11,1,1,3,11,55,34,64,73,66,66,54,54,30,0,25,1,22,1,100,1,30,1,75,100,0,70,22,30,28,184,316
3,0,0,1,5,1,68,63,78,84,78,8,10,1,1,8,10,1,1,8,10,61,85,69,70,70,71,56,55,30,0,21,1,24,1,75,1,30,1,50,75,0,70,22,30,29,190,310
3,0,0,1,5,1,69,87,55,114,77,7,6,1,0,7,,1,0,7,,102,74,69,68,70,68,58,56,50,1,28,1,27,1,100,1,50,1,100,100,0,50,29,50,27,250,250
3,0,0,1,5,1,70,59,67,86,89,8,11,1,1,8,11,1,1,8,11,92,94,66,68,72,68,57,57,0,0,27,1,26,1,75,1,0,0,50,75,0,100,22,0,25,249,251
3,0,0,1,5,1,71,80,56,99,77,3,7,1,1,3,7,1,1,3,7,92,26,77,66,48,71,56,54,50,1,20,1,22,1,100,1,50,0,100,100,0,50,28,50,30,150,350
3,0,0,1,5,1,72,58,55,79,83,1,7,1,1,1,7,1,1,1,7,89,16,68,68,71,60,48,51,50,1,16,1,28,1,100,1,50,1,100,100,0,50,28,50,28,230,270
3,0,0,1,5,1,73,56,87,78,118,3,4,1,1,3,4,1,1,3,4,57,83,68,95,58,73,49,50,50,1,25,1,27,1,100,1,50,1,100,100,0,50,25,50,20,260,240
3,0,0,1,5,1,74,86,58,106,86,15,6,1,0,15,,1,1,15,7,83,42,68,67,71,63,50,47,80,1,25,1,26,1,100,1,80,1,100,100,0,20,27,80,27,90,410
3,0,0,1,5,1,75,56,56,78,78,4,8,1,0,4,,1,0,4,,23,10,64,67,70,72,49,48,10,0,26,1,26,1,100,1,10,1,75,100,0,90,21,10,28,235,265
3,0,0,1,5,1,76,57,55,79,75,2,4,1,1,2,4,1,1,2,4,53,52,68,68,66,41,50,23,25,1,23,1,16,1,75,1,25,0,50,75,0,75,28,25,28,240,260
3,0,0,1,5,1,77,72,58,91,90,4,8,0,0,,,1,0,3,,82,48,83,68,61,70,49,49,50,1,25,1,24,1,100,1,50,1,100,100,0,50,25,50,21,250,250
3,0,0,1,5,1,78,54,56,83,82,1,3,0,1,,3,1,1,2,3,66,90,71,71,74,73,59,59,15,0,23,0,28,0,,0,,1,75,25,0,0,26,100,26,271,229
3,0,0,1,5,1,79,56,86,80,81,2,7,1,1,2,7,1,1,2,7,62,61,68,64,74,67,58,56,10,0,22,1,26,1,75,1,10,0,50,75,0,90,20,10,26,240,260
3,0,0,1,5,1,80,55,56,84,84,7,7,1,1,7,7,1,1,7,7,27,95,71,73,68,75,57,60,50,1,25,0,28,0,,1,50,1,100,50,0,0,25,100,29,150,350
3,0,0,1,5,1,81,54,54,85,83,6,9,1,1,6,9,1,1,6,9,37,67,73,73,72,74,58,58,50,1,26,1,27,1,100,1,50,1,100,100,0,50,28,50,27,190,310
3,0,0,1,5,1,82,52,87,75,76,5,6,0,0,,,0,0,,,85,24,70,74,72,70,58,58,50,1,23,1,28,1,100,1,50,1,100,100,0,50,29,50,30,290,210
3,0,0,1,5,1,83,26,78,75,96,7,6,1,1,7,6,1,1,7,6,24,86,65,75,70,74,52,60,55,1,23,1,29,1,100,1,55,1,100,100,0,45,26,55,30,130,370
3,0,0,1,5,1,84,80,54,83,74,8,7,0,1,,7,0,1,,7,74,21,80,66,72,71,59,57,80,0,26,1,26,1,75,1,80,0,50,75,0,20,25,80,27,160,340
3,0,0,1,5,1,85,53,55,79,84,7,8,0,1,,8,1,1,7,8,29,50,70,68,72,61,51,51,88,1,25,1,26,1,100,1,88,1,100,100,0,12,29,88,29,155,345
3,0,0,1,5,1,86,87,55,112,78,8,0,0,1,,0,1,1,9,0,30,62,78,71,72,60,61,51,15,1,25,0,26,0,,1,15,1,100,100,0,0,28,100,27,195,305
3,0,0,1,5,1,87,85,53,117,85,10,6,0,0,,,0,0,,,39,75,75,69,117,65,118,55,1,0,25,0,27,0,,0,,0,100,50,0,0,28,100,23,238,262
3,0,0,1,5,1,88,87,52,86,79,11,7,1,1,11,7,1,1,11,7,82,56,80,71,70,67,58,52,50,1,25,0,26,0,,1,50,1,100,50,0,0,26,100,29,150,350
3,0,0,1,5,1,89,57,54,83,82,3,9,1,0,3,,1,0,3,,19,20,71,69,66,69,52,50,70,1,26,0,13,0,,1,70,0,100,50,0,0,25,100,28,30,470
1,1,0,0,6,1,1,59,-8,83,116,3,8,1,0,3,,1,0,3,,64,61,76,66,75,74,55,53,100,0,27,0,23,0,,0,,0,100,50,0,0,28,100,25,105,495
1,1,0,0,6,1,2,77,83,84,94,9,7,1,1,9,7,1,1,9,7,64,60,68,91,74,71,55,54,50,0,28,0,25,0,,0,,1,75,75,0,0,28,100,28,150,450
1,1,0,0,6,1,3,58,58,79,78,5,8,0,1,,8,0,1,,8,63,66,68,66,72,72,50,54,0,0,26,1,28,1,100,1,0,1,75,100,0,100,27,0,27,390,210
1,1,0,0,6,1,4,80,71,83,84,6,2,0,1,,2,0,1,,2,51,68,68,73,73,70,55,56,75,0,24,1,28,1,100,1,75,1,100,100,0,25,26,75,28,312,288
1,1,0,0,6,1,5,78,58,98,76,8,4,1,0,8,,1,0,8,,70,52,68,68,69,75,55,55,1,0,29,1,28,1,100,1,1,1,100,100,0,99,26,1,28,438,162
1,1,0,0,6,1,6,56,80,80,89,6,3,1,1,6,3,1,1,6,3,17,67,66,82,64,75,54,69,75,0,27,1,28,1,100,1,75,1,100,100,0,25,28,75,26,280,320
1,1,0,0,6,1,7,86,57,87,90,7,15,1,1,7,15,1,1,7,15,76,90,106,72,69,77,74,57,5,0,27,1,27,1,100,1,5,1,75,100,0,95,24,5,29,375,225
1,1,0,0,6,1,8,53,75,76,90,5,7,1,1,5,7,1,1,5,7,32,85,63,63,62,72,49,79,1,0,25,1,28,1,100,1,1,1,100,100,0,99,25,1,27,389,211
1,1,0,0,6,1,9,86,86,88,90,13,8,1,1,13,8,1,1,13,8,82,39,63,64,68,75,55,55,25,0,28,1,28,1,100,1,25,0,100,100,0,75,27,25,27,320,280
1,1,0,0,6,1,10,53,79,81,88,10,11,0,1,,11,0,1,,11,54,78,67,65,81,74,55,54,67,0,19,1,27,1,100,1,67,1,100,100,0,33,28,67,29,232,368
1,1,0,0,6,1,11,55,87,88,89,3,8,1,0,3,,1,0,3,,25,76,67,74,75,73,55,66,50,0,27,1,26,1,75,1,50,0,50,75,0,50,24,50,27,285,315
1,1,0,0,6,1,12,63,56,82,72,4,7,1,1,4,7,1,1,4,7,78,45,69,66,71,66,56,56,50,0,28,1,29,1,50,1,50,0,25,50,0,50,27,50,27,150,450
1,1,0,0,6,1,13,86,56,81,82,8,5,1,0,8,,1,1,8,6,50,16,64,69,68,76,50,59,35,0,27,1,27,1,75,1,35,0,50,75,0,65,23,35,27,195,405
1,1,0,0,6,1,14,77,88,88,83,8,5,0,1,,5,0,1,,5,-8,61,79,68,77,74,70,56,80,0,12,1,22,1,50,1,80,0,25,50,0,20,20,80,28,170,430
1,1,0,0,6,1,15,64,56,87,76,7,7,0,1,,7,0,1,,7,65,74,67,67,77,77,57,51,30,0,28,0,27,0,,0,,1,100,50,0,0,27,100,27,155,445
1,1,0,0,6,1,16,71,85,77,83,8,7,1,1,8,7,1,1,8,7,64,78,61,64,75,70,58,47,51,0,20,0,24,0,,0,,0,100,100,0,0,26,100,29,148,452
1,1,0,0,6,1,17,55,88,81,82,2,7,1,1,2,7,1,1,2,7,52,63,67,70,77,78,57,59,50,0,24,1,29,1,100,1,50,1,100,100,0,50,25,50,29,300,300
1,1,0,0,6,1,18,83,52,117,79,7,6,1,1,7,6,1,1,7,6,95,74,54,54,75,71,56,58,0,0,29,0,29,0,,0,,1,100,50,0,0,27,100,25,400,200
1,1,0,0,6,1,19,87,53,109,69,6,7,1,1,6,7,1,1,6,7,85,80,95,49,77,71,57,50,40,0,29,0,28,0,,0,,1,100,50,0,0,27,100,25,225,375
1,1,0,0,6,1,20,58,89,75,114,8,4,1,1,8,4,1,1,8,4,73,99,105,55,78,75,60,57,10,0,30,0,29,0,,0,,1,100,50,0,0,27,100,26,345,255
1,1,0,0,6,1,21,84,60,105,72,15,7,1,1,15,7,1,1,15,7,75,71,85,54,75,77,57,57,50,0,26,1,27,1,100,1,50,1,100,100,0,50,25,50,29,300,300
1,1,0,0,6,1,22,54,87,80,111,1,8,1,0,1,,1,0,1,,80,78,54,102,76,76,59,62,50,0,28,0,29,0,,0,,1,100,100,0,0,14,100,29,300,300
1,1,0,0,6,1,23,73,26,99,78,7,6,1,1,7,6,1,1,7,6,89,40,84,63,75,68,54,52,10,0,24,1,28,1,100,1,10,1,100,100,0,90,27,10,29,450,150
1,1,0,0,6,1,24,56,87,88,91,7,7,1,1,7,7,1,1,7,7,61,85,68,87,74,66,54,72,40,0,24,1,29,1,100,1,40,0,100,100,0,60,27,40,29,260,340
1,1,0,0,6,1,25,56,86,79,106,4,7,1,1,4,7,1,1,4,7,48,78,68,105,74,92,47,94,35,0,27,1,29,1,100,1,35,1,100,100,0,65,28,35,29,365,235
1,1,0,0,6,1,26,58,56,79,78,4,8,0,1,,8,0,1,,8,61,78,71,71,76,67,55,51,5,0,27,1,21,1,100,1,5,1,75,100,0,95,22,5,27,265,335
1,1,0,0,6,1,27,86,74,90,101,7,9,1,1,7,9,1,1,7,9,85,81,83,81,62,94,56,57,30,0,28,1,28,1,75,1,30,0,50,75,0,70,24,30,28,255,345
1,1,0,0,6,1,28,73,54,77,74,14,7,1,1,14,7,1,1,14,7,41,70,72,70,56,74,55,57,50,0,20,1,25,1,100,1,50,1,100,100,0,50,28,50,28,340,260
1,1,0,0,6,1,29,69,58,102,103,8,12,1,0,8,,1,0,8,,83,69,77,93,76,92,59,75,50,0,20,1,23,1,100,1,50,1,100,100,0,50,26,50,28,335,265
1,1,0,0,6,1,30,59,71,78,104,1,5,1,1,1,5,1,1,1,5,75,67,72,85,68,75,51,60,50,0,26,0,18,0,,0,,1,100,100,0,0,25,100,29,30,570
2,0,1,0,6,1,31,82,80,99,86,5,5,1,1,5,5,1,1,5,5,41,57,96,66,75,80,88,55,70,1,27,0,25,0,,1,70,0,100,100,0,0,25,100,27,55,545
2,0,1,0,6,1,32,87,79,92,88,8,9,0,0,,,1,0,8,,67,48,82,68,104,80,80,57,55,1,20,1,27,1,100,1,55,1,75,100,0,45,28,55,28,199,401
2,0,1,0,6,1,33,55,57,88,81,7,8,0,1,,8,0,1,,8,62,67,68,67,77,72,58,56,30,1,27,0,24,0,,1,30,0,100,50,0,0,28,100,24,40,560
2,0,1,0,6,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,170,230
2,0,1,0,6,1,35,83,84,88,88,7,13,0,0,,,0,1,,13,57,41,70,98,83,84,57,55,50,1,28,1,28,1,100,1,50,0,100,100,0,50,29,50,27,255,345
2,0,1,0,6,1,36,65,86,88,87,6,5,1,1,6,5,1,1,6,5,24,44,69,69,82,83,61,59,65,1,22,1,27,1,75,1,65,0,50,75,0,35,23,65,30,155,445
2,0,1,0,6,1,37,87,56,98,90,5,13,1,0,5,,1,1,5,13,32,73,77,79,77,81,53,57,1,1,24,0,27,0,,1,1,1,100,100,0,0,28,100,27,181,419
2,0,1,0,6,1,38,65,82,83,82,3,15,1,1,3,15,1,1,3,15,43,78,69,71,80,76,52,81,50,1,25,1,27,1,100,1,50,1,100,100,0,50,29,50,28,300,300
2,0,1,0,6,1,39,67,65,83,78,7,6,1,1,7,6,1,1,7,6,80,64,70,70,83,83,60,52,52,1,28,1,26,1,75,1,52,0,50,75,0,48,28,52,28,153,447
2,0,1,0,6,1,40,64,68,80,80,5,8,1,1,5,8,1,1,5,8,55,56,69,68,82,70,56,55,40,1,27,1,12,1,100,1,40,1,100,100,0,60,27,40,30,260,340
2,0,1,0,6,1,41,65,63,87,81,15,6,1,0,15,,1,1,15,7,86,71,70,70,80,79,53,55,20,1,27,0,23,0,,1,20,1,100,100,0,0,27,100,26,160,440
2,0,1,0,6,1,42,66,65,78,90,2,9,1,1,2,9,1,1,2,9,58,69,70,73,82,82,53,58,36,1,27,1,23,1,100,1,36,1,75,100,0,64,25,36,29,315,285
2,0,1,0,6,1,43,58,56,81,83,8,4,0,0,,,0,0,,,52,7,68,67,72,83,58,50,65,1,29,1,27,1,100,1,65,1,100,100,0,35,28,65,29,285,315
2,0,1,0,6,1,44,58,58,79,83,1,5,1,1,1,5,1,1,1,5,81,74,67,70,81,77,51,40,50,1,27,0,21,0,,1,50,0,100,50,0,0,24,100,28,200,400
2,0,1,0,6,1,45,58,57,88,85,10,7,0,1,,7,0,1,,7,78,53,68,68,85,78,64,51,50,1,26,1,27,1,100,1,50,1,100,100,0,50,28,50,30,245,355
2,0,1,0,6,1,46,55,56,84,82,5,4,1,1,5,4,1,1,5,4,52,79,67,69,84,84,57,62,80,1,29,1,26,1,100,1,80,1,100,100,0,20,29,80,27,230,370
2,0,1,0,6,1,47,57,58,85,86,7,11,1,1,7,11,1,1,7,11,77,67,67,68,44,84,48,57,50,1,28,1,24,1,100,1,50,1,100,100,0,50,29,50,24,300,300
2,0,1,0,6,1,48,55,54,77,76,7,10,1,0,7,,1,0,7,,59,28,60,62,78,78,53,50,50,1,27,1,26,1,100,1,50,1,100,100,0,50,29,50,29,300,300
2,0,1,0,6,1,49,52,52,77,72,7,10,1,0,7,,1,1,7,11,66,50,61,61,75,79,51,50,50,1,28,1,24,1,100,1,50,1,100,100,0,50,28,50,29,300,300
2,0,1,0,6,1,50,54,54,76,82,5,7,0,1,,7,0,1,,7,57,78,63,59,81,66,53,54,45,1,29,0,26,0,,1,45,1,75,75,0,0,29,100,26,195,405
2,0,1,0,6,1,51,84,56,92,75,5,6,1,1,5,6,1,1,5,6,91,47,67,62,80,77,57,51,100,1,27,1,23,1,75,1,100,0,50,75,0,0,28,100,29,200,400
2,0,1,0,6,1,52,55,75,83,76,0,7,1,1,0,7,1,1,0,7,97,46,62,62,79,76,56,50,47,1,25,0,29,0,,1,47,1,100,50,0,0,28,100,29,175,425
2,0,1,0,6,1,53,70,57,90,81,10,6,1,1,10,6,1,1,10,6,41,36,72,60,79,80,56,50,49,1,27,1,26,1,100,1,49,1,100,100,0,51,28,49,27,257,343
2,0,1,0,6,1,54,53,52,79,79,6,7,1,1,6,7,1,1,6,7,44,44,67,67,76,64,50,51,50,1,24,1,23,1,75,1,50,1,50,75,0,50,22,50,29,160,440
2,0,1,0,6,1,55,51,51,79,79,3,8,1,1,3,8,1,1,3,8,62,75,67,67,73,81,52,52,50,1,21,1,28,1,75,1,50,0,50,75,0,50,20,50,29,185,415
2,0,1,0,6,1,56,55,55,79,80,7,5,1,1,7,5,1,1,7,5,38,83,67,67,68,82,52,53,45,1,26,0,27,0,,1,45,1,100,50,0,0,28,100,28,209,391
2,0,1,0,6,1,57,53,54,80,80,10,8,1,0,10,,1,0,10,,80,44,67,51,85,82,53,70,50,1,29,1,24,1,100,1,50,1,100,100,0,50,29,50,29,300,300
2,0,1,0,6,1,58,55,57,91,79,7,5,1,1,7,5,1,1,7,5,85,91,69,71,78,82,46,46,60,1,27,1,28,1,100,1,60,1,100,100,0,40,28,60,30,200,400
2,0,1,0,6,1,59,58,58,88,87,5,4,1,1,5,4,1,1,5,4,66,71,71,69,83,83,47,51,50,1,24,1,28,1,75,1,50,0,50,75,0,50,29,50,28,235,365
2,0,1,0,6,1,60,83,58,99,94,7,7,1,1,7,7,1,1,7,7,99,62,94,76,84,81,87,46,55,1,29,0,6,0,,1,55,0,100,50,0,0,28,100,30,115,485
3,0,0,1,6,1,61,57,54,74,73,8,11,1,0,8,,1,0,8,,94,42,69,68,73,71,54,51,25,0,28,0,13,0,,0,,0,100,100,0,0,28,100,28,200,400
3,0,0,1,6,1,62,22,54,73,73,4,3,1,1,4,3,1,1,4,3,47,56,67,67,71,65,52,45,55,1,25,1,26,1,75,1,55,0,50,75,0,45,26,55,22,125,475
3,0,0,1,6,1,63,76,55,80,74,9,7,0,1,,7,1,1,10,7,39,77,74,69,71,68,56,51,33,1,28,0,23,0,,1,33,1,100,100,0,0,27,100,25,233,367
3,0,0,1,6,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,220,180
3,0,0,1,6,1,65,77,54,73,74,7,15,1,1,7,15,1,1,7,15,65,85,69,69,73,73,51,51,50,1,26,1,26,1,100,1,50,1,100,100,0,50,29,50,28,335,265
3,0,0,1,6,1,66,76,66,88,81,9,9,1,0,9,,1,0,9,,76,53,73,71,69,64,54,57,50,0,23,0,25,0,,0,,0,100,50,0,0,28,100,17,190,410
3,0,0,1,6,1,67,52,54,78,81,3,11,1,1,3,11,1,1,3,11,55,34,64,73,66,66,54,54,12,0,26,0,25,0,,0,,1,100,100,0,0,24,100,24,184,416
3,0,0,1,6,1,68,63,78,84,78,8,10,1,1,8,10,1,1,8,10,61,85,69,70,70,71,56,55,50,1,24,1,24,1,100,1,50,1,75,100,0,50,23,50,30,240,360
3,0,0,1,6,1,69,87,55,114,77,7,6,1,0,7,,1,0,7,,102,74,69,68,70,68,58,56,50,0,26,1,27,1,100,1,50,1,100,100,0,50,29,50,28,300,300
3,0,0,1,6,1,70,59,67,86,89,8,11,1,1,8,11,1,1,8,11,92,94,66,68,72,68,57,57,50,1,27,0,27,0,,1,50,1,75,25,0,0,27,100,28,249,351
3,0,0,1,6,1,71,80,56,99,77,3,7,1,1,3,7,1,1,3,7,92,26,77,66,48,71,56,54,50,0,22,1,27,1,100,1,50,1,100,100,0,50,28,50,23,200,400
3,0,0,1,6,1,72,58,55,79,83,1,7,1,1,1,7,1,1,1,7,89,16,68,68,71,60,48,51,50,1,26,1,27,1,100,1,50,1,100,100,0,50,28,50,29,280,320
3,0,0,1,6,1,73,56,87,78,118,3,4,1,1,3,4,1,1,3,4,57,83,68,95,58,73,49,50,25,0,23,1,27,1,100,1,25,1,100,100,0,75,28,25,26,335,265
3,0,0,1,6,1,74,86,58,106,86,15,6,1,0,15,,1,1,15,7,83,42,68,67,71,63,50,47,90,1,25,1,22,1,100,1,90,1,100,100,0,10,27,90,21,100,500
3,0,0,1,6,1,75,56,56,78,78,4,8,1,0,4,,1,0,4,,23,10,64,67,70,72,49,48,25,0,24,0,27,0,,0,,1,100,50,0,0,26,100,24,235,365
3,0,0,1,6,1,76,57,55,79,75,2,4,1,1,2,4,1,1,2,4,53,52,68,68,66,41,50,23,50,1,27,1,9,1,100,1,50,1,75,100,0,50,28,50,30,290,310
3,0,0,1,6,1,77,72,58,91,90,4,8,0,0,,,1,0,3,,82,48,83,68,61,70,49,49,50,1,27,1,21,1,100,1,50,1,100,100,0,50,26,50,25,300,300
3,0,0,1,6,1,78,54,56,83,82,1,3,0,1,,3,1,1,2,3,66,90,71,71,74,73,59,59,12,0,19,1,28,1,50,1,12,0,25,50,0,88,24,12,27,359,241
3,0,0,1,6,1,79,56,86,80,81,2,7,1,1,2,7,1,1,2,7,62,61,68,64,74,67,58,56,20,0,13,1,24,1,100,1,20,1,75,100,0,80,21,20,27,320,280
3,0,0,1,6,1,80,55,56,84,84,7,7,1,1,7,7,1,1,7,7,27,95,71,73,68,75,57,60,50,0,13,1,27,1,75,1,50,0,50,75,0,50,27,50,27,200,400
3,0,0,1,6,1,81,54,54,85,83,6,9,1,1,6,9,1,1,6,9,37,67,73,73,72,74,58,58,50,1,24,1,25,1,100,1,50,1,100,100,0,50,28,50,28,240,360
3,0,0,1,6,1,82,52,87,75,76,5,6,0,0,,,0,0,,,85,24,70,74,72,70,58,58,50,0,27,1,28,1,100,1,50,1,100,100,0,50,23,50,29,340,260
3,0,0,1,6,1,83,26,78,75,96,7,6,1,1,7,6,1,1,7,6,24,86,65,75,70,74,52,60,60,0,14,0,22,0,,0,,1,100,50,0,0,24,100,29,130,470
3,0,0,1,6,1,84,80,54,83,74,8,7,0,1,,7,0,1,,7,74,21,80,66,72,71,59,57,20,0,26,1,27,1,100,1,20,1,75,100,0,80,25,20,28,240,360
3,0,0,1,6,1,85,53,55,79,84,7,8,0,1,,8,1,1,7,8,29,50,70,68,72,61,51,51,0,0,28,0,19,0,,0,,1,100,50,0,0,29,100,24,155,445
3,0,0,1,6,1,86,87,55,112,78,8,0,0,1,,0,1,1,9,0,30,62,78,71,72,60,61,51,20,1,23,0,26,0,,1,20,0,100,100,0,0,28,100,29,195,405
3,0,0,1,6,1,87,85,53,117,85,10,6,0,0,,,0,0,,,39,75,75,69,117,65,118,55,1,0,28,1,27,1,75,1,1,0,50,75,0,99,27,1,23,337,263
3,0,0,1,6,1,88,87,52,86,79,11,7,1,1,11,7,1,1,11,7,82,56,80,71,70,67,58,52,50,0,27,1,25,1,75,1,50,0,50,75,0,50,27,50,27,200,400
3,0,0,1,6,1,89,57,54,83,82,3,9,1,0,3,,1,0,3,,19,20,71,69,66,69,52,50,75,1,26,1,11,1,75,1,75,0,50,75,0,25,28,75,28,55,545
1,1,0,0,7,1,1,59,-8,83,116,3,8,1,0,3,,1,0,3,,64,61,76,66,75,74,55,53,100,0,28,1,26,1,75,1,100,0,50,75,0,0,28,100,26,105,595
1,1,0,0,7,1,2,77,83,84,94,9,7,1,1,9,7,1,1,9,7,64,60,68,91,74,71,55,54,50,0,28,0,26,0,,0,,0,75,25,0,0,29,100,29,150,550
1,1,0,0,7,1,3,58,58,79,78,5,8,0,1,,8,0,1,,8,63,66,68,66,72,72,50,54,30,0,23,0,28,0,,0,,1,100,100,0,0,28,100,27,390,310
1,1,0,0,7,1,4,80,71,83,84,6,2,0,1,,2,0,1,,2,51,68,68,73,73,70,55,56,39,0,19,1,28,1,100,1,39,1,100,100,0,61,27,39,29,373,327
1,1,0,0,7,1,5,78,58,98,76,8,4,1,0,8,,1,0,8,,70,52,68,68,69,75,55,55,1,0,30,1,28,1,100,1,1,1,100,100,0,99,27,1,30,537,163
1,1,0,0,7,1,6,56,80,80,89,6,3,1,1,6,3,1,1,6,3,17,67,66,82,64,75,54,69,5,0,29,1,28,1,100,1,5,1,100,100,0,95,27,5,28,375,325
1,1,0,0,7,1,7,86,57,87,90,7,15,1,1,7,15,1,1,7,15,76,90,106,72,69,77,74,57,5,0,20,0,26,0,,0,,1,100,50,0,0,28,100,28,375,325
1,1,0,0,7,1,8,53,75,76,90,5,7,1,1,5,7,1,1,5,7,32,85,63,63,62,72,49,79,75,0,24,1,28,1,100,1,75,1,100,100,0,25,28,75,27,414,286
1,1,0,0,7,1,9,86,86,88,90,13,8,1,1,13,8,1,1,13,8,82,39,63,64,68,75,55,55,25,0,27,0,29,0,,0,,1,100,100,0,0,27,100,27,320,380
1,1,0,0,7,1,10,53,79,81,88,10,11,0,1,,11,0,1,,11,54,78,67,65,81,74,55,54,77,0,26,1,27,1,100,1,77,1,100,100,0,23,27,77,29,255,445
1,1,0,0,7,1,11,55,87,88,89,3,8,1,0,3,,1,0,3,,25,76,67,74,75,73,55,66,40,0,26,1,28,1,100,1,40,1,75,100,0,60,27,40,29,345,355
1,1,0,0,7,1,12,63,56,82,72,4,7,1,1,4,7,1,1,4,7,78,45,69,66,71,66,56,56,50,0,28,1,28,1,75,1,50,1,50,75,0,50,28,50,28,200,500
1,1,0,0,7,1,13,86,56,81,82,8,5,1,0,8,,1,1,8,6,50,16,64,69,68,76,50,59,35,0,26,1,28,1,100,1,35,1,75,100,0,65,27,35,26,260,440
1,1,0,0,7,1,14,77,88,88,83,8,5,0,1,,5,0,1,,5,-8,61,79,68,77,74,70,56,50,0,24,0,27,0,,0,,1,50,0,1,0,26,0,28,170,430
1,1,0,0,7,1,15,64,56,87,76,7,7,0,1,,7,0,1,,7,65,74,67,67,77,77,57,51,37,0,27,1,28,1,75,1,37,0,50,75,0,63,23,37,27,218,482
